"File","Kind","DefType","DefName","Field","Path","IsNumeric","Value"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","gives_bound_moodlet","/Defs[1]/MooGirl.SlaveApparelDef[2]/gives_bound_moodlet[1]","False","true"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","blocks_hands","/Defs[1]/MooGirl.SlaveApparelDef[2]/blocks_hands[1]","False","false"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","commonLabel","/Defs[1]/MooGirl.SlaveApparelDef[2]/comps[1]/li[1]/commonLabel[1]","False","普通电击"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","commonDesc","/Defs[1]/MooGirl.SlaveApparelDef[2]/comps[1]/li[1]/commonDesc[1]","False","激活一次普通电击"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","commonIconPath","/Defs[1]/MooGirl.SlaveApparelDef[2]/comps[1]/li[1]/commonIconPath[1]","False","UI/ShockCollarCommon"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","powerLabel","/Defs[1]/MooGirl.SlaveApparelDef[2]/comps[1]/li[1]/powerLabel[1]","False","强力电击"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","powerDesc","/Defs[1]/MooGirl.SlaveApparelDef[2]/comps[1]/li[1]/powerDesc[1]","False","激活一次强力电击，电死你！"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","powerIconPath","/Defs[1]/MooGirl.SlaveApparelDef[2]/comps[1]/li[1]/powerIconPath[1]","False","UI/ShockCollarPower"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","li","/Defs[1]/MooGirl.SlaveApparelDef[2]/comps[1]/li[1]/hediffDefs[1]/li[1]","False","MooGirl_EleShock"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","li","/Defs[1]/MooGirl.SlaveApparelDef[2]/comps[1]/li[1]/powerhediffDefs[1]/li[1]","False","MooGirl_PowerEleShock"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","li","/Defs[1]/MooGirl.SlaveApparelDef[2]/comps[1]/li[1]/nonMooGirlPowerHediffDefs[1]/li[1]","False","MooGirl_PowerEleShock_NoMilk"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","ticks","/Defs[1]/MooGirl.SlaveApparelDef[2]/comps[1]/li[1]/ticks[1]","True","1200"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","useCooldownTicks","/Defs[1]/MooGirl.SlaveApparelDef[2]/comps[1]/li[1]/useCooldownTicks[1]","True","480"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl_BrainWashApparel","Name:MooGirl_BrainWashApparel","thingClass","/Defs[1]/MooGirl_BrainWashApparel[1]/thingClass[1]","False","MooGirl.BrainWashSlaveApparel"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl_BrainWashApparel","Name:MooGirl_BrainWashApparel","SlaveSuppressionOffset","/Defs[1]/MooGirl_BrainWashApparel[1]/equippedStatOffsets[1]/SlaveSuppressionOffset[1]","True","0.15"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl_BrainWashApparel","Name:MooGirl_BrainWashApparel","li","/Defs[1]/MooGirl_BrainWashApparel[1]/apparel[1]/tags[1]/li[1]","False","MooGirl_AdvancedSlave"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl_BrainWashApparel","Name:MooGirl_BrainWashApparel","li","/Defs[1]/MooGirl_BrainWashApparel[1]/apparel[1]/tags[1]/li[2]","False","MooGirl_BrainWashSlave"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl_BrainWashApparel","Name:MooGirl_BrainWashApparel","displayPriority","/Defs[1]/MooGirl_BrainWashApparel[1]/recipeMaker[1]/displayPriority[1]","True","260"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl_BrainWashApparel","Name:MooGirl_BrainWashApparel","needkeynumber","/Defs[1]/MooGirl_BrainWashApparel[1]/needkeynumber[1]","True","1"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","defName","/Defs[1]/MooGirl.SlaveApparelDef[3]/defName[1]","False","MooGirl_BrainwashHelmet"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","label","/Defs[1]/MooGirl.SlaveApparelDef[3]/label[1]","False","雪牛娘 洗脑头盔"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","description","/Defs[1]/MooGirl.SlaveApparelDef[3]/description[1]","False","由太空巨企研发的高级精神控制装置，外观是一款紧贴头部的全封闭头盔。其内部会释放特定光波、影像与音频，对佩戴者进行深层感官刺激与心理暗示，逐步瓦解自我意识并重塑忠诚。在洗脑过程中，雪牛娘的瞳孔会被强光反射，表情僵硬而恍惚，呼吸急促，仿佛陷入一种无法抗拒的快感与恐惧交织的状态。若被强制使用在非巨企派系个体上，他们会因精神崩溃而疯狂攻击附近生物。  解除束缚需要[高科技束具钥匙]，而在解锁后还可通过[束具破解器]进行破解。破解后的头盔会根据佩戴者身份产生不同效果：对于囚犯，每次洗脑都会削弱其逃跑的意志，三次后将被彻底转化为奴隶；对于奴隶，每次洗脑会加深压制感，三次后将完全顺服，不再萌生越狱之心；而对于殖民者，每次洗脑会赋予一种诡异的愉悦情绪，三次后其性格将被永久改变，即便在精神崩溃时也不会再伤害同伴。"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","texPath","/Defs[1]/MooGirl.SlaveApparelDef[3]/graphicData[1]/texPath[1]","False","Things/Apparel/MooGirl_SlaveApparel/MooGirl_BrainwashHelmet/MooGirl_BrainwashHelmet"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","ComponentSpacer","/Defs[1]/MooGirl.SlaveApparelDef[3]/costList[1]/ComponentSpacer[1]","True","6"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","Plasteel","/Defs[1]/MooGirl.SlaveApparelDef[3]/costList[1]/Plasteel[1]","True","150"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","Uranium","/Defs[1]/MooGirl.SlaveApparelDef[3]/costList[1]/Uranium[1]","True","50"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","MaxHitPoints","/Defs[1]/MooGirl.SlaveApparelDef[3]/statBases[1]/MaxHitPoints[1]","True","250"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","Flammability","/Defs[1]/MooGirl.SlaveApparelDef[3]/statBases[1]/Flammability[1]","True","0.5"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","DeteriorationRate","/Defs[1]/MooGirl.SlaveApparelDef[3]/statBases[1]/DeteriorationRate[1]","True","1.0"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","Beauty","/Defs[1]/MooGirl.SlaveApparelDef[3]/statBases[1]/Beauty[1]","True","-6"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","MarketValue","/Defs[1]/MooGirl.SlaveApparelDef[3]/statBases[1]/MarketValue[1]","True","550"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","Mass","/Defs[1]/MooGirl.SlaveApparelDef[3]/statBases[1]/Mass[1]","True","4"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","parentTagDef","/Defs[1]/MooGirl.SlaveApparelDef[3]/apparel[1]/parentTagDef[1]","False","ApparelHead"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","useWornGraphicMask","/Defs[1]/MooGirl.SlaveApparelDef[3]/apparel[1]/useWornGraphicMask[1]","False","true"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","li","/Defs[1]/MooGirl.SlaveApparelDef[3]/apparel[1]/bodyPartGroups[1]/li[1]","False","HeadAttackTool"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","wornGraphicPath","/Defs[1]/MooGirl.SlaveApparelDef[3]/apparel[1]/wornGraphicPath[1]","False","Things/Apparel/MooGirl_SlaveApparel/MooGirl_BrainwashHelmet/MooGirl_BrainwashHelmet"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","li","/Defs[1]/MooGirl.SlaveApparelDef[3]/apparel[1]/layers[1]/li[1]","False","Overhead"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","li","/Defs[1]/MooGirl.SlaveApparelDef[3]/BoundBodyPartGroupDefs[1]/li[1]","False","HeadAttackTool"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","defaultHediff","/Defs[1]/MooGirl.SlaveApparelDef[3]/comps[1]/li[1]/defaultHediff[1]","False","MooGirl_BrainWashing_Level1"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","blockHediff","/Defs[1]/MooGirl.SlaveApparelDef[3]/comps[1]/li[1]/blockHediff[1]","False","MooGirl_BrainWashing_Level5"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","hediffToCheck","/Defs[1]/MooGirl.SlaveApparelDef[3]/comps[1]/li[1]/convertList[1]/li[1]/hediffToCheck[1]","False","MooGirl_BrainWashing_Level2"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","hediffToAdd","/Defs[1]/MooGirl.SlaveApparelDef[3]/comps[1]/li[1]/convertList[1]/li[1]/hediffToAdd[1]","False","MooGirl_BrainWashing_Level3"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","hediffToCheck","/Defs[1]/MooGirl.SlaveApparelDef[3]/comps[1]/li[1]/convertList[1]/li[2]/hediffToCheck[1]","False","MooGirl_BrainWashing_Level4"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","hediffToAdd","/Defs[1]/MooGirl.SlaveApparelDef[3]/comps[1]/li[1]/convertList[1]/li[2]/hediffToAdd[1]","False","MooGirl_BrainWashing_Level5"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","ticksToChange","/Defs[1]/MooGirl.SlaveApparelDef[3]/comps[1]/li[1]/ticksToChange[1]","False","35000~60000"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","activateLabel","/Defs[1]/MooGirl.SlaveApparelDef[3]/comps[1]/li[1]/activateLabel[1]","False","激活洗脑"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","activateDesc","/Defs[1]/MooGirl.SlaveApparelDef[3]/comps[1]/li[1]/activateDesc[1]","False","激活洗脑头盔，洗脑目标。"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","ElementText","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","activateIconPath","/Defs[1]/MooGirl.SlaveApparelDef[3]/comps[1]/li[1]/activateIconPath[1]","False","UI/BrainwashHelmeActivate"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl_SlaveApparel_Spacer","Name:MooGirl_SlaveApparel_Spacer","@Name","/Defs[1]/MooGirl_SlaveApparel_Spacer[1]/@Name","False","MooGirl_SlaveApparel_Spacer"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl_SlaveApparel_Spacer","Name:MooGirl_SlaveApparel_Spacer","@ParentName","/Defs[1]/MooGirl_SlaveApparel_Spacer[1]/@ParentName","False","MooGirl_SlaveApparel_Base"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl_SlaveApparel_Spacer","Name:MooGirl_SlaveApparel_Spacer","@Abstract","/Defs[1]/MooGirl_SlaveApparel_Spacer[1]/@Abstract","False","True"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl.SlaveApparelDef","MooGirl_MagneticShackles","@ParentName","/Defs[1]/MooGirl.SlaveApparelDef[1]/@ParentName","False","MooGirl_SlaveApparel_Spacer"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl.SlaveApparelDef","MooGirl_MagneticShackles","@MayRequire","/Defs[1]/MooGirl.SlaveApparelDef[1]/equippedStatOffsets[1]/SlaveSuppressionOffset[1]/@MayRequire","False","Ludeon.RimWorld.Ideology"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl.SlaveApparelDef","MooGirl_MagneticShackles","@Class","/Defs[1]/MooGirl.SlaveApparelDef[1]/comps[1]/li[1]/@Class","False","MooGirl.CompProperties_MagneticShackles"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","ThingDef","MooGirl_MilkingDevice","@ParentName","/Defs[1]/ThingDef[1]/@ParentName","False","ApparelMakeableBase"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","ThingDef","MooGirl_MilkingDevice","@Class","/Defs[1]/ThingDef[1]/modExtensions[1]/li[1]/@Class","False","MooGirl.AdultContentExtension"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","ThingDef","MooGirl_MilkingDevice","@Class","/Defs[1]/ThingDef[1]/comps[1]/li[1]/@Class","False","MooGirl.CompProperties_AdultContentControl"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","ThingDef","MooGirl_MilkingDevice","@Class","/Defs[1]/ThingDef[1]/comps[1]/li[2]/@Class","False","MooGirl.CompProperties_MilkingDeviceReleaseEffect"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","ThingDef","MooGirl_MilkingDevice","@Class","/Defs[1]/ThingDef[1]/comps[1]/li[3]/@Class","False","MooGirl.CompProperties_MilkingDevice"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","ThingDef","MooGirl_MilkingDeviceHidden","@ParentName","/Defs[1]/ThingDef[2]/@ParentName","False","ApparelMakeableBase"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","ThingDef","MooGirl_MilkingDeviceHidden","@Class","/Defs[1]/ThingDef[2]/modExtensions[1]/li[1]/@Class","False","MooGirl.AdultContentExtension"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","ThingDef","MooGirl_MilkingDeviceHidden","@Class","/Defs[1]/ThingDef[2]/comps[1]/li[1]/@Class","False","MooGirl.CompProperties_MilkingDeviceReleaseEffect"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","ThingDef","MooGirl_MilkingDeviceHidden","@Class","/Defs[1]/ThingDef[2]/comps[1]/li[2]/@Class","False","MooGirl.CompProperties_MilkingDevice"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","@ParentName","/Defs[1]/MooGirl.SlaveApparelDef[2]/@ParentName","False","MooGirl_SlaveApparel_Spacer"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","@MayRequire","/Defs[1]/MooGirl.SlaveApparelDef[2]/equippedStatOffsets[1]/SlaveSuppressionOffset[1]/@MayRequire","False","Ludeon.RimWorld.Ideology"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl.SlaveApparelDef","MooGirl_ShockCollar","@Class","/Defs[1]/MooGirl.SlaveApparelDef[2]/comps[1]/li[1]/@Class","False","MooGirl.CompProperties_ShockCollar"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl_BrainWashApparel","Name:MooGirl_BrainWashApparel","@Name","/Defs[1]/MooGirl_BrainWashApparel[1]/@Name","False","MooGirl_BrainWashApparel"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl_BrainWashApparel","Name:MooGirl_BrainWashApparel","@ParentName","/Defs[1]/MooGirl_BrainWashApparel[1]/@ParentName","False","MooGirl_SlaveApparel_Spacer"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl_BrainWashApparel","Name:MooGirl_BrainWashApparel","@Abstract","/Defs[1]/MooGirl_BrainWashApparel[1]/@Abstract","False","True"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl_BrainWashApparel","Name:MooGirl_BrainWashApparel","@MayRequire","/Defs[1]/MooGirl_BrainWashApparel[1]/equippedStatOffsets[1]/SlaveSuppressionOffset[1]/@MayRequire","False","Ludeon.RimWorld.Ideology"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","@ParentName","/Defs[1]/MooGirl.SlaveApparelDef[3]/@ParentName","False","MooGirl_BrainWashApparel"
"1.6\Defs\Apparel\Apparel_Bongdage\BongdageApparel_Spacer.xml","Attribute","MooGirl.SlaveApparelDef","MooGirl_BrainwashHelmet","@Class","/Defs[1]/MooGirl.SlaveApparelDef[3]/comps[1]/li[1]/@Class","False","MooGirl.CompProperties_BrainwashHelmet"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Apparel","defName","/Defs[1]/ThingCategoryDef[1]/defName[1]","False","MooGirl_Apparel"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Apparel","label","/Defs[1]/ThingCategoryDef[1]/label[1]","False","雪牛娘服装"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Apparel","parent","/Defs[1]/ThingCategoryDef[1]/parent[1]","False","Apparel"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_OnSkin","defName","/Defs[1]/ThingCategoryDef[2]/defName[1]","False","MooGirl_OnSkin"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_OnSkin","label","/Defs[1]/ThingCategoryDef[2]/label[1]","False","雪牛娘贴身服装"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_OnSkin","parent","/Defs[1]/ThingCategoryDef[2]/parent[1]","False","MooGirl_Apparel"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Underwear","defName","/Defs[1]/ThingCategoryDef[3]/defName[1]","False","MooGirl_Underwear"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Underwear","label","/Defs[1]/ThingCategoryDef[3]/label[1]","False","雪牛娘内衣"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Underwear","parent","/Defs[1]/ThingCategoryDef[3]/parent[1]","False","MooGirl_Apparel"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Stocking","defName","/Defs[1]/ThingCategoryDef[4]/defName[1]","False","MooGirl_Stocking"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Stocking","label","/Defs[1]/ThingCategoryDef[4]/label[1]","False","雪牛娘丝袜"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Stocking","parent","/Defs[1]/ThingCategoryDef[4]/parent[1]","False","MooGirl_Apparel"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_SlaveApperal","defName","/Defs[1]/ThingCategoryDef[5]/defName[1]","False","MooGirl_SlaveApperal"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_SlaveApperal","label","/Defs[1]/ThingCategoryDef[5]/label[1]","False","雪牛娘丝袜"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_SlaveApperal","parent","/Defs[1]/ThingCategoryDef[5]/parent[1]","False","MooGirl_Apparel"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Head","defName","/Defs[1]/ThingCategoryDef[6]/defName[1]","False","MooGirl_Head"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Head","label","/Defs[1]/ThingCategoryDef[6]/label[1]","False","雪牛娘头饰"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Head","parent","/Defs[1]/ThingCategoryDef[6]/parent[1]","False","MooGirl_Apparel"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Middle","defName","/Defs[1]/ThingCategoryDef[7]/defName[1]","False","MooGirl_Middle"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Middle","label","/Defs[1]/ThingCategoryDef[7]/label[1]","False","雪牛娘夹层"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Middle","parent","/Defs[1]/ThingCategoryDef[7]/parent[1]","False","MooGirl_Apparel"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Shell","defName","/Defs[1]/ThingCategoryDef[8]/defName[1]","False","MooGirl_Shell"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Shell","label","/Defs[1]/ThingCategoryDef[8]/label[1]","False","雪牛娘外套"
"1.6\Defs\Apparel\Apparel_Category.xml","ElementText","ThingCategoryDef","MooGirl_Shell","parent","/Defs[1]/ThingCategoryDef[8]/parent[1]","False","MooGirl_Apparel"
"1.6\Defs\Apparel\Apparel_Child.xml","ElementText","MooGirl_ChildBase","Name:MooGirl_ChildBase","researchPrerequisite","/Defs[1]/MooGirl_ChildBase[1]/recipeMaker[1]/researchPrerequisite[1]","False","ComplexClothing"
"1.6\Defs\Apparel\Apparel_Child.xml","ElementText","MooGirl_ChildBase","Name:MooGirl_ChildBase","developmentalStageFilter","/Defs[1]/MooGirl_ChildBase[1]/apparel[1]/developmentalStageFilter[1]","False","Child"
"1.6\Defs\Apparel\Apparel_Child.xml","ElementText","MooGirl_ChildBase","Name:MooGirl_ChildBase","li","/Defs[1]/MooGirl_ChildBase[1]/apparel[1]/layers[1]/li[1]","False","OnSkin"
"1.6\Defs\Apparel\Apparel_Child.xml","ElementText","MooGirl_ChildBase","Name:MooGirl_ChildBase","li","/Defs[1]/MooGirl_ChildBase[1]/apparel[1]/tags[1]/li[1]","False","MooGirl_OnSkin"
"1.6\Defs\Apparel\Apparel_Child.xml","ElementText","MooGirl_ChildBase","Name:MooGirl_ChildBase","li","/Defs[1]/MooGirl_ChildBase[1]/thingCategories[1]/li[1]","False","MooGirl_OnSkin"
"1.6\Defs\Apparel\Apparel_Child.xml","ElementText","MooGirl_ChildBase","Name:MooGirl_ChildBase","researchPrerequisite","/Defs[1]/MooGirl_ChildBase[1]/recipeMaker[2]/researchPrerequisite[1]","False","ComplexClothing"
"1.6\Defs\Apparel\Apparel_Child.xml","ElementText","ThingDef","MooGirl_ChildCheongsam","defName","/Defs[1]/ThingDef[1]/defName[1]","False","MooGirl_ChildCheongsam"
"1.6\Defs\Apparel\Apparel_Child.xml","ElementText","ThingDef","MooGirl_ChildCheongsam","label","/Defs[1]/ThingDef[1]/label[1]","False","雪牛娘 儿童旗袍 「皎月裁云」"
"1.6\Defs\Apparel\Apparel_Child.xml","ElementText","ThingDef","MooGirl_ChildCheongsam","description","/Defs[1]/ThingDef[1]/description[1]","False","「八重·朱 服装」出品高开衩真丝旗袍，纷繁花绣衬出超低胸襟。东方美学与现代性感碰撞，化身移动的纯白焦点。"
